GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,PTS_home,PTS_away,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away
21301124,1610612743,1610612740,137,107,0.565,0.72,0.556,33,40,0.473,0.778,0.222,21,42
21301125,1610612756,1610612746,108,112,0.462,0.848,0.286,17,38,0.468,0.9,0.423,18,36
21301126,1610612758,1610612747,107,102,0.488,0.667,0.333,16,47,0.385,0.8,0.429,26,52
21301111,1610612751,1610612745,105,96,0.53,0.647,0.24,23,42,0.381,0.786,0.286,20,44
21301112,1610612742,1610612744,120,122,0.49,0.75,0.467,27,43,0.571,0.5,0.484,33,44
21301113,1610612747,1610612757,112,124,0.446,0.864,0.44,31,45,0.465,0.905,0.448,32,50
21301101,1610612766,1610612764,100,94,0.436,0.853,0.143,17,48,0.481,0.692,0.529,26,37
21301102,1610612754,1610612759,77,103,0.377,0.792,0.429,14,34,0.463,0.84,0.471,18,40
21301103,1610612737,1610612755,103,95,0.429,0.8,0.226,25,49,0.468,0.6,0.367,25,40
21301104,1610612765,1610612749,116,111,0.474,0.714,0.391,28,50,0.443,0.778,0.294,28,50
21301105,1610612748,1610612761,93,83,0.515,0.818,0.28,19,36,0.5,0.5,0.308,17,30
21301106,1610612741,1610612738,94,80,0.475,0.938,0.188,28,40,0.403,0.733,0.28,17,37
21301107,1610612750,1610612746,104,114,0.427,0.857,0.385,30,42,0.463,0.813,0.4,23,49
21301108,1610612740,1610612758,97,102,0.493,0.769,0.357,22,30,0.475,0.742,0.273,20,47
21301109,1610612743,1610612763,92,94,0.493,0.583,0.3,20,43,0.447,0.565,0.556,17,43
21301110,1610612762,1610612752,83,92,0.388,0.6,0.333,15,50,0.471,0.708,0.31,18,38
21301093,1610612760,1610612762,116,96,0.554,0.885,0.611,26,42,0.419,0.75,0.286,23,40
21301094,1610612739,1610612754,90,76,0.447,0.81,0.357,20,45,0.372,0.625,0.364,21,41
21301095,1610612751,1610612750,114,99,0.5,0.727,0.364,21,43,0.47,0.667,0.25,24,42
21301096,1610612753,1610612761,93,98,0.551,0.714,0.368,24,33,0.452,0.963,0.316,13,30
21301097,1610612738,1610612741,102,107,0.46,0.75,0.345,23,39,0.529,0.806,0.5,24,31
21301098,1610612744,1610612752,84,89,0.354,0.818,0.323,14,46,0.4,0.889,0.36,15,40
21301099,1610612757,1610612763,105,98,0.52,0.88,0.333,23,39,0.461,0.611,0.294,28,41
21301100,1610612747,1610612756,115,99,0.53,0.917,0.278,29,42,0.385,0.75,0.222,20,48
21301087,1610612755,1610612765,123,98,0.522,0.789,0.571,29,46,0.388,0.813,0.286,20,44
21301088,1610612745,1610612746,107,118,0.405,0.8,0.28,14,49,0.472,0.611,0.293,26,43
21301089,1610612764,1610612737,101,97,0.494,0.68,0.429,17,44,0.425,0.714,0.29,20,40
21301090,1610612742,1610612758,103,100,0.486,0.8,0.304,28,35,0.519,0.684,0.3,17,47
21301091,1610612749,1610612748,67,88,0.342,0.643,0.286,15,40,0.432,0.81,0.304,18,43
21301092,1610612759,1610612740,96,80,0.474,0.65,0.429,24,46,0.395,0.813,0.25,16,41
21301075,1610612753,1610612766,110,105,0.448,0.743,0.333,17,57,0.443,0.786,0.364,24,36
21301076,1610612761,1610612738,105,103,0.465,0.909,0.25,23,36,0.526,0.85,0.333,22,34
21301077,1610612764,1610612754,91,78,0.391,0.941,0.304,20,43,0.354,0.8,0.154,13,48
21301078,1610612751,1610612739,108,97,0.549,0.762,0.483,24,41,0.425,0.813,0.417,25,35
21301079,1610612765,1610612748,78,110,0.38,0.714,0.125,20,36,0.544,0.727,0.421,31,47
21301080,1610612741,1610612757,74,91,0.393,0.714,0.176,23,46,0.438,0.688,0.455,19,47
21301081,1610612750,1610612747,143,107,0.671,0.825,0.444,33,49,0.431,0.8,0.28,22,26
21301082,1610612740,1610612762,102,95,0.507,0.75,0.429,26,37,0.485,0.815,0.333,26,31
21301083,1610612760,1610612758,94,81,0.478,0.76,0.391,26,38,0.365,0.625,0.5,17,49
21301084,1610612743,1610612759,102,133,0.402,0.743,0.261,15,41,0.561,0.714,0.542,37,51
21301085,1610612756,1610612752,112,88,0.455,0.783,0.424,18,56,0.402,0.625,0.32,14,37
21301086,1610612744,1610612763,100,93,0.494,0.786,0.45,22,43,0.506,0.563,0.167,24,33
21301071,1610612737,1610612757,85,100,0.405,0.765,0.182,17,39,0.463,0.762,0.385,24,47
21301072,1610612745,1610612755,120,98,0.489,0.676,0.346,27,57,0.389,0.636,0.389,23,39
21301073,1610612749,1610612747,108,105,0.557,0.706,0.6,15,33,0.494,0.778,0.333,23,38
21301074,1610612742,1610612746,103,109,0.468,0.704,0.5,21,43,0.463,0.88,0.423,22,41
21301061,1610612766,1610612751,116,111,0.5,0.696,0.381,27,49,0.482,0.875,0.459,29,32
21301062,1610612764,1610612756,93,99,0.457,0.619,0.316,21,35,0.493,0.917,0.5,22,39
21301063,1610612738,1610612761,90,99,0.405,0.773,0.409,23,36,0.45,0.889,0.478,17,48
21301064,1610612765,1610612739,96,97,0.464,0.538,0.423,27,48,0.435,0.583,0.346,18,45
21301065,1610612750,1610612737,107,83,0.5,0.75,0.409,31,45,0.378,0.875,0.25,21,40
21301066,1610612740,1610612746,98,96,0.422,0.76,0.25,24,53,0.413,0.607,0.433,25,40
21301067,1610612754,1610612748,84,83,0.37,0.81,0.5,18,37,0.459,0.724,0.316,13,37
21301068,1610612759,1610612743,108,103,0.489,0.7,0.4,30,43,0.458,0.8,0.368,22,43
21301069,1610612758,1610612752,99,107,0.478,0.771,0.353,19,32,0.548,0.923,0.577,25,34
21301070,1610612762,1610612763,87,91,0.464,0.692,0.313,22,35,0.456,0.938,0.444,22,41
21301057,1610612739,1610612761,102,100,0.514,0.788,0.308,27,49,0.398,0.615,0.438,30,38
21301058,1610612753,1610612757,95,85,0.435,0.682,0.353,19,50,0.372,0.824,0.269,17,50
21301059,1610612742,1610612760,128,119,0.5,0.821,0.395,27,48,0.495,0.789,0.364,27,38
21301060,1610612747,1610612752,127,96,0.578,0.867,0.643,32,38,0.486,0.741,0.267,23,32
21301047,1610612766,1610612745,89,100,0.372,0.84,0.19,12,38,0.476,0.556,0.444,22,42
21301048,1610612737,1610612756,95,102,0.417,0.818,0.348,18,32,0.514,0.875,0.5,21,39
21301049,1610612748,1610612757,93,91,0.44,0.609,0.333,16,48,0.378,0.889,0.282,18,44
21301050,1610612741,1610612754,89,77,0.417,0.938,0.267,22,46,0.37,0.905,0.4,11,42
21301051,1610612763,1610612750,109,92,0.527,0.538,0.5,25,54,0.378,0.85,0.292,19,42
21301052,1610612740,1610612751,109,104,0.471,0.741,0.45,19,53,0.367,0.875,0.25,16,46
21301053,1610612760,1610612743,117,96,0.506,0.762,0.5,32,40,0.39,0.675,0.321,20,42
21301054,1610612759,1610612755,113,91,0.557,0.75,0.481,31,47,0.409,0.444,0.333,22,37
21301055,1610612762,1610612765,94,114,0.41,0.679,0.259,16,33,0.554,0.722,0.529,23,53
21301056,1610612746,1610612749,106,98,0.487,0.815,0.444,29,40,0.482,0.688,0.385,27,38
21301040,1610612761,1610612737,96,86,0.425,0.714,0.333,17,45,0.434,0.75,0.25,17,38
21301041,1610612750,1610612756,120,127,0.44,0.865,0.348,25,38,0.575,0.793,0.444,16,42
21301042,1610612743,1610612764,105,102,0.44,0.778,0.407,26,38,0.482,0.833,0.333,20,46
21301043,1610612758,1610612749,124,107,0.512,0.806,0.35,19,44,0.494,0.633,0.222,25,40
21301044,1610612742,1610612751,104,107,0.385,0.774,0.323,21,52,0.405,0.848,0.367,17,47
21301045,1610612752,1610612739,100,106,0.455,0.947,0.444,21,34,0.609,0.765,0.5,17,33
21301046,1610612747,1610612753,103,94,0.463,0.793,0.375,20,34,0.451,0.824,0.316,26,46
21301032,1610612766,1610612757,124,94,0.521,0.947,0.421,28,50,0.405,0.773,0.333,17,36
21301033,1610612739,1610612745,111,118,0.5,0.765,0.353,32,49,0.481,0.882,0.343,31,31
21301034,1610612741,1610612755,91,81,0.443,0.774,0.357,23,44,0.345,0.909,0.05,11,48
21301035,1610612763,1610612754,82,71,0.44,0.647,0.385,14,47,0.365,0.786,0.4,14,35
21301036,1610612740,1610612748,105,95,0.512,0.706,0.412,23,38,0.507,0.765,0.308,27,33
21301037,1610612762,1610612753,89,88,0.387,0.769,0.407,17,39,0.392,0.792,0.412,20,45
21301038,1610612744,1610612759,90,99,0.403,0.862,0.2,21,54,0.393,0.76,0.357,24,40
21301039,1610612746,1610612765,112,103,0.542,0.647,0.379,31,40,0.452,0.538,0.414,29,46
21301022,1610612754,1610612741,91,79,0.43,0.84,0.182,27,51,0.364,0.75,0.455,17,36
21301023,1610612755,1610612752,92,93,0.374,0.667,0.244,20,53,0.415,0.72,0.241,29,47
21301024,1610612761,1610612760,118,119,0.406,0.848,0.276,17,57,0.388,0.816,0.333,18,47
21301025,1610612737,1610612740,105,111,0.447,0.778,0.286,22,34,0.514,0.814,0.308,20,40
21301026,1610612751,1610612738,114,98,0.564,0.708,0.529,30,39,0.422,0.826,0.333,20,37
21301027,1610612748,1610612763,91,86,0.467,0.875,0.35,20,34,0.456,0.647,0.214,17,43
21301028,1610612742,1610612743,122,106,0.539,0.824,0.545,28,48,0.494,0.619,0.433,24,35
21301029,1610612756,1610612765,98,92,0.452,0.686,0.32,17,39,0.433,0.385,0.25,22,53
21301030,1610612758,1610612759,79,99,0.4,0.611,0.286,17,48,0.387,0.815,0.2,18,52
21301031,1610612747,1610612764,107,117,0.473,0.609,0.368,32,44,0.483,0.793,0.4,21,44
21301018,1610612739,1610612760,95,102,0.444,0.625,0.364,27,36,0.427,0.8,0.323,21,53
21301019,1610612745,1610612750,129,106,0.576,0.789,0.421,36,44,0.437,0.783,0.429,28,40
21301020,1610612757,1610612764,116,103,0.506,0.8,0.4,32,43,0.422,0.882,0.444,25,43
21301021,1610612744,1610612749,115,110,0.538,0.84,0.296,26,42,0.488,0.744,0.25,23,36
21301008,1610612755,1610612741,94,102,0.457,0.474,0.458,22,38,0.434,0.815,0.533,22,52
21301009,1610612738,1610612748,101,96,0.506,0.833,0.464,29,36,0.494,0.8,0.235,29,37
21301010,1610612751,1610612766,104,99,0.493,0.6,0.45,19,39,0.471,0.833,0.333,27,51
21301011,1610612763,1610612762,96,86,0.444,0.88,0.182,21,46,0.44,0.5,0.389,20,39
21301012,1610612740,1610612761,100,107,0.537,0.75,0.308,16,34,0.419,0.813,0.409,20,48
21301013,1610612752,1610612754,92,86,0.39,0.828,0.235,15,45,0.425,0.704,0.217,12,40
21301014,1610612742,1610612750,122,123,0.495,0.76,0.333,26,51,0.478,0.806,0.345,25,46
21301015,1610612743,1610612765,118,109,0.512,0.704,0.407,27,46,0.453,0.684,0.385,22,43
21301016,1610612756,1610612753,109,93,0.506,0.667,0.44,22,43,0.4,0.767,0.462,18,43
21301017,1610612747,1610612759,109,125,0.429,0.759,0.346,19,46,0.526,0.813,0.444,34,52
21301003,1610612739,1610612748,96,100,0.514,0.682,0.318,27,41,0.453,0.645,0.4,22,36
21301004,1610612737,1610612761,118,113,0.426,0.871,0.324,24,40,0.494,0.897,0.292,21,50
21301005,1610612757,1610612749,120,115,0.433,0.889,0.308,25,47,0.459,0.654,0.471,28,53
21301006,1610612758,1610612764,117,111,0.46,0.775,0.333,18,57,0.44,0.667,0.393,28,41
21301007,1610612744,1610612753,103,89,0.451,0.905,0.37,21,44,0.455,0.75,0.308,22,40
21300996,1610612766,1610612737,83,97,0.353,0.875,0.36,22,42,0.459,0.857,0.382,27,51
21300997,1610612754,1610612755,99,90,0.383,0.816,0.333,13,52,0.432,0.55,0.391,21,45
21300998,1610612751,1610612756,108,95,0.586,0.63,0.429,23,36,0.463,0.536,0.273,18,40
21300999,1610612741,1610612760,85,97,0.345,0.71,0.227,21,46,0.413,0.786,0.52,20,46
21301000,1610612745,1610612762,124,86,0.582,0.731,0.52,31,46,0.41,0.778,0.222,21,34
21301001,1610612742,1610612738,94,89,0.423,0.905,0.333,20,36,0.366,0.857,0.409,20,57
21301002,1610612743,1610612746,110,100,0.409,0.848,0.24,22,55,0.391,0.92,0.238,22,43
21300987,1610612749,1610612766,92,101,0.416,0.688,0.389,24,37,0.574,0.778,0.45,26,39
21300988,1610612761,1610612756,113,121,0.494,0.88,0.304,27,26,0.507,0.895,0.478,17,45
21300989,1610612748,1610612745,113,104,0.513,0.828,0.409,21,31,0.493,0.75,0.391,18,34
21300990,1610612740,1610612738,121,120,0.5,0.857,0.2,25,44,0.464,0.783,0.462,33,49
21300991,1610612750,1610612758,104,102,0.436,0.789,0.353,23,35,0.482,0.737,0.316,17,48
21300992,1610612760,1610612742,86,109,0.367,0.704,0.31,17,33,0.533,0.8,0.542,26,42
21300993,1610612759,1610612762,122,104,0.628,0.737,0.625,31,40,0.462,0.714,0.455,19,39
21300994,1610612757,1610612744,112,113,0.42,0.867,0.429,25,48,0.477,0.818,0.367,17,41
21300995,1610612746,1610612739,102,80,0.447,0.667,0.286,32,41,0.349,0.7,0.333,19,48
21300981,1610612752,1610612749,115,94,0.553,0.821,0.4,14,41,0.432,0.741,0.4,17,32
21300982,1610612764,1610612751,101,94,0.468,0.84,0.308,21,39,0.479,0.682,0.524,20,35
21300983,1610612737,1610612743,97,92,0.407,0.586,0.438,25,38,0.41,0.64,0.32,27,54
21300984,1610612765,1610612754,104,112,0.407,0.767,0.304,24,44,0.394,0.92,0.292,24,62
21300985,1610612755,1610612763,77,103,0.373,0.474,0.261,16,42,0.543,0.719,0.267,27,41
21300986,1610612741,1610612758,94,87,0.397,0.788,0.3,21,40,0.365,0.622,0.143,12,55
21300971,1610612766,1610612750,105,93,0.484,0.643,0.421,28,54,0.427,0.81,0.4,23,35
21300972,1610612753,1610612764,101,105,0.443,0.8,0.28,26,46,0.4,0.793,0.435,24,52
21300973,1610612755,1610612754,94,101,0.389,0.889,0.308,25,34,0.582,0.636,0.429,27,43
21300974,1610612761,1610612763,99,86,0.507,0.818,0.529,23,36,0.446,0.667,0.25,16,35
21300975,1610612738,1610612756,80,87,0.309,0.905,0.143,17,56,0.425,0.7,0.192,14,51
21300976,1610612748,1610612743,107,111,0.519,0.762,0.292,23,35,0.476,0.862,0.381,26,41
21300977,1610612740,1610612757,103,111,0.477,0.857,0.273,22,44,0.487,0.778,0.424,23,37
21300978,1610612759,1610612747,119,85,0.49,0.769,0.481,36,64,0.341,0.76,0.19,23,37
21300979,1610612762,1610612746,87,96,0.455,0.769,0.5,18,39,0.487,0.65,0.391,20,32
21300980,1610612744,1610612739,94,103,0.455,0.684,0.379,23,42,0.488,0.722,0.455,19,41
21300968,1610612741,1610612745,111,87,0.5,0.846,0.583,35,39,0.354,0.765,0.192,16,49
21300969,1610612737,1610612749,102,97,0.486,0.85,0.448,23,41,0.416,0.769,0.158,24,43
21300970,1610612760,1610612747,131,102,0.506,0.933,0.433,24,60,0.394,0.6,0.481,23,37
21300957,1610612748,1610612751,95,96,0.485,0.769,0.333,18,33,0.436,0.842,0.414,19,37
21300958,1610612753,1610612743,112,120,0.484,1,0.375,23,38,0.511,0.667,0.455,30,52
21300959,1610612755,1610612758,98,115,0.393,0.857,0.348,20,38,0.459,0.8,0.389,21,48
21300960,1610612761,1610612765,101,87,0.42,0.76,0.4,19,54,0.436,0.417,0.409,15,39
21300961,1610612764,1610612766,85,98,0.427,0.667,0.36,16,37,0.487,0.773,0.278,13,44
21300962,1610612738,1610612752,92,116,0.42,0.696,0.421,15,38,0.525,0.875,0.579,20,47
21300963,1610612740,1610612763,88,90,0.413,1,0.222,16,39,0.432,0.815,0.222,19,42
21300964,1610612762,1610612742,101,108,0.471,0.762,0.192,23,40,0.532,0.917,0.619,26,39
21300965,1610612759,1610612757,103,90,0.432,0.727,0.458,21,55,0.386,0.733,0.19,13,48
21300966,1610612756,1610612739,101,110,0.433,0.591,0.278,20,36,0.469,0.815,0.5,20,51
21300967,1610612746,1610612744,111,98,0.489,0.708,0.444,23,49,0.439,0.72,0.381,27,36
21300950,1610612754,1610612738,94,83,0.548,0.769,0.25,22,43,0.352,0.842,0.158,16,41
21300951,1610612765,1610612758,99,89,0.437,0.842,0.389,26,47,0.405,0.6,0.2,18,50
21300952,1610612741,1610612759,96,104,0.427,0.857,0.444,22,39,0.506,0.8,0.571,25,38
21300953,1610612763,1610612757,109,99,0.56,0.692,0.5,27,41,0.407,0.759,0.412,18,40
21300954,1610612750,1610612749,112,101,0.482,0.733,0.4,25,34,0.527,0.621,0.333,29,39
21300955,1610612760,1610612745,106,98,0.425,0.794,0.379,18,49,0.418,0.676,0.36,18,45
21300956,1610612744,1610612742,108,85,0.513,0.824,0.48,26,46,0.366,0.645,0.278,18,40
21300943,1610612766,1610612743,105,98,0.457,0.821,0.4,21,42,0.434,0.677,0.208,16,43
21300944,1610612751,1610612761,101,97,0.486,0.71,0.55,15,30,0.493,0.875,0.261,19,37
21300945,1610612748,1610612764,99,90,0.5,1,0.476,26,33,0.404,0.667,0.387,24,50
21300946,1610612752,1610612755,123,110,0.543,0.647,0.406,20,35,0.512,0.72,0.3,26,42
21300947,1610612749,1610612753,105,98,0.452,0.84,0.296,25,42,0.477,0.625,0.391,23,43
21300948,1610612762,1610612737,110,112,0.488,0.833,0.476,19,45,0.487,0.852,0.448,30,34
21300949,1610612746,1610612756,112,105,0.551,0.71,0.286,25,42,0.459,0.69,0.35,22,36
21300934,1610612741,1610612748,95,88,0.422,0.706,0.368,25,47,0.405,0.955,0.35,20,42
21300935,1610612747,1610612760,114,110,0.469,0.833,0.419,31,36,0.42,0.667,0.343,26,59
21300936,1610612740,1610612743,111,107,0.456,0.727,0.357,21,48,0.471,0.769,0.304,28,45
21300937,1610612738,1610612765,118,111,0.485,0.667,0.323,38,39,0.465,0.692,0.267,17,54
21300938,1610612751,1610612758,104,89,0.532,0.625,0.48,25,27,0.444,0.571,0.217,11,53
21300939,1610612745,1610612757,118,113,0.427,0.733,0.31,13,48,0.406,0.788,0.36,24,56
21300940,1610612750,1610612761,104,111,0.432,0.75,0.368,25,38,0.487,0.742,0.583,22,48
21300941,1610612742,1610612754,105,94,0.444,0.806,0.4,23,42,0.478,0.793,0.438,14,41
21300942,1610612744,1610612756,113,107,0.529,0.619,0.455,27,35,0.48,0.893,0.476,21,41
21300928,1610612739,1610612752,97,107,0.414,0.889,0.391,21,37,0.432,0.739,0.452,26,49
21300929,1610612755,1610612762,92,104,0.474,0.75,0.227,22,33,0.463,0.714,0.435,25,42
21300930,1610612763,1610612766,111,89,0.506,0.727,0.538,23,51,0.398,0.714,0.238,18,40
21300932,1610612759,1610612753,121,112,0.531,0.743,0.45,26,44,0.479,0.765,0.389,24,45
21300931,1610612749,1610612764,107,114,0.448,0.893,0.25,14,42,0.538,0.565,0.536,25,35
21300933,1610612746,1610612737,109,108,0.532,0.75,0.318,26,35,0.5,0.769,0.429,29,29
21300917,1610612741,1610612763,77,85,0.413,0.929,0.154,16,38,0.449,0.556,0.625,19,45
21300918,1610612766,1610612739,101,92,0.468,0.909,0.31,26,37,0.43,0.75,0.176,16,41
21300919,1610612761,1610612758,99,87,0.466,0.75,0.476,21,37,0.417,0.595,0.263,14,39
21300920,1610612738,1610612751,91,84,0.443,0.808,0.381,20,51,0.363,0.846,0.133,14,28
21300921,1610612752,1610612762,108,81,0.494,0.667,0.387,24,35,0.411,0.75,0.222,13,47
21300922,1610612750,1610612765,114,101,0.451,0.788,0.3,25,50,0.404,0.7,0.308,17,55
21300923,1610612740,1610612749,112,104,0.5,0.87,0.4,31,42,0.449,0.76,0.25,24,45
21300924,1610612742,1610612757,103,98,0.468,0.735,0.308,17,38,0.458,0.714,0.269,17,49
21300925,1610612743,1610612747,134,126,0.545,0.571,0.583,36,43,0.464,0.8,0.444,30,47
21300926,1610612745,1610612754,112,86,0.526,0.76,0.464,26,34,0.459,0.733,0.438,22,35
21300927,1610612744,1610612737,111,97,0.538,0.792,0.316,28,44,0.453,0.846,0.235,26,36
21300914,1610612759,1610612748,111,87,0.506,0.846,0.391,30,45,0.43,0.833,0.308,25,36
21300915,1610612756,1610612760,128,122,0.525,0.744,0.556,21,44,0.5,1,0.394,21,33
21300916,1610612747,1610612746,94,142,0.395,0.692,0.267,26,33,0.553,0.727,0.462,34,64
21300904,1610612766,1610612754,109,87,0.512,0.7,0.5,21,37,0.408,0.75,0.435,18,41
21300905,1610612753,1610612745,89,101,0.452,0.833,0.214,23,34,0.488,0.625,0.273,21,49
21300906,1610612764,1610612762,104,91,0.543,1,0.4,28,41,0.449,0.591,0.348,20,38
21300907,1610612738,1610612744,88,108,0.395,0.808,0.269,19,40,0.469,0.917,0.179,28,45
21300908,1610612751,1610612763,103,94,0.514,0.923,0.577,25,36,0.43,0.8,0.4,20,43
21300909,1610612765,1610612741,94,105,0.448,0.824,0.182,25,32,0.538,0.824,0.263,26,43
21300910,1610612749,1610612758,102,116,0.439,0.828,0.353,25,37,0.518,0.813,0.286,21,46
21300911,1610612750,1610612752,106,118,0.433,0.875,0.269,20,47,0.522,0.684,0.407,24,39
21300912,1610612743,1610612742,115,110,0.468,0.833,0.458,27,43,0.529,1,0.45,24,33
21300913,1610612757,1610612737,102,78,0.443,0.905,0.448,23,53,0.33,0.842,0.148,20,37
21300898,1610612739,1610612759,101,122,0.481,0.75,0.526,24,39,0.478,0.917,0.424,39,42
21300899,1610612754,1610612744,96,98,0.419,0.955,0.188,16,43,0.44,0.667,0.5,24,44
21300900,1610612745,1610612748,106,103,0.513,0.667,0.348,24,46,0.475,0.69,0.259,19,33
21300901,1610612760,1610612755,125,92,0.566,0.744,0.35,31,57,0.34,0.692,0.333,20,38
21300902,1610612756,1610612746,96,104,0.453,0.579,0.368,22,46,0.513,0.727,0.4,26,40
21300903,1610612747,1610612740,125,132,0.541,0.742,0.455,29,30,0.597,0.825,0.412,29,39
21300890,1610612764,1610612763,104,110,0.481,0.81,0.474,18,34,0.544,0.857,0.462,26,38
21300891,1610612751,1610612741,96,80,0.466,0.75,0.28,19,28,0.462,0.696,0.308,12,43
21300892,1610612765,1610612752,96,85,0.422,0.733,0.333,21,54,0.386,0.786,0.357,16,40
21300893,1610612748,1610612766,124,107,0.554,0.8,0.571,18,36,0.512,0.667,0.391,27,40
21300894,1610612749,1610612762,114,88,0.568,0.846,0.615,28,45,0.392,0.769,0.286,18,39
21300895,1610612743,1610612750,128,132,0.526,0.64,0.364,23,41,0.475,0.813,0.25,21,50
21300896,1610612757,1610612747,106,107,0.448,0.579,0.31,22,53,0.457,0.867,0.444,29,44
21300897,1610612758,1610612740,96,89,0.471,0.756,0.143,11,47,0.427,0.679,0.3,16,30
21300883,1610612741,1610612752,109,90,0.464,0.697,0.364,30,45,0.443,0.833,0.278,17,44
21300884,1610612761,1610612744,104,98,0.481,0.87,0.364,28,39,0.42,0.8,0.348,25,41
21300885,1610612754,1610612762,94,91,0.415,0.75,0.333,18,42,0.462,0.722,0.429,20,44
21300886,1610612753,1610612755,92,81,0.422,0.778,0.077,17,47,0.372,0.667,0.208,16,45
21300887,1610612760,1610612766,116,99,0.5,0.867,0.364,19,44,0.441,0.775,0.364,19,29
21300888,1610612759,1610612742,112,106,0.464,0.857,0.37,28,46,0.464,0.643,0.389,24,43
21300889,1610612756,1610612737,129,120,0.55,0.867,0.625,29,41,0.524,0.692,0.452,24,33
21300874,1610612748,1610612753,112,98,0.581,0.833,0.375,20,39,0.434,0.759,0.222,18,39
21300875,1610612755,1610612764,103,122,0.452,0.688,0.227,22,40,0.506,0.714,0.462,33,44
21300876,1610612745,1610612765,118,110,0.5,0.697,0.333,26,44,0.45,0.842,0.211,22,47
21300877,1610612738,1610612754,97,102,0.427,0.824,0.333,25,41,0.506,0.826,0.385,19,38
21300878,1610612749,1610612751,98,107,0.459,0.806,0.417,17,43,0.446,0.742,0.4,23,41
21300879,1610612763,1610612739,110,96,0.543,0.722,0.474,24,36,0.494,0.733,0.389,20,33
21300880,1610612757,1610612743,102,96,0.457,0.958,0.185,20,52,0.398,0.657,0.304,20,40
21300881,1610612758,1610612750,97,108,0.451,0.762,0.318,22,47,0.457,0.763,0.238,23,40
21300882,1610612746,1610612740,108,76,0.469,0.719,0.36,25,45,0.329,0.895,0.136,13,44
21300867,1610612739,1610612762,99,79,0.489,0.75,0.267,28,56,0.35,0.643,0.483,20,31
21300868,1610612760,1610612763,113,107,0.494,0.844,0.455,18,39,0.513,0.75,0.625,30,33
21300869,1610612752,1610612744,103,126,0.379,0.913,0.4,14,50,0.478,0.774,0.4,25,49
21300870,1610612742,1610612741,91,100,0.4,0.706,0.355,17,37,0.507,0.679,0.474,19,46
21300871,1610612759,1610612766,92,82,0.466,1,0.45,26,44,0.367,0.867,0.176,23,41
21300872,1610612747,1610612758,126,122,0.6,0.688,0.704,35,31,0.505,0.719,0.333,29,44
21300873,1610612756,1610612740,116,104,0.541,0.813,0.435,21,35,0.538,0.882,0.385,18,32
21300863,1610612754,1610612749,101,96,0.514,0.864,0.4,22,47,0.437,0.727,0.5,19,35
21300864,1610612761,1610612764,129,134,0.45,0.75,0.4,29,50,0.472,0.73,0.227,22,57
21300865,1610612748,1610612752,108,82,0.608,0.667,0.4,18,39,0.373,0.727,0.174,16,40
21300866,1610612743,1610612751,89,112,0.37,0.697,0.273,14,46,0.476,0.828,0.323,21,43
21300853,1610612755,1610612753,90,101,0.368,0.75,0.227,16,42,0.415,0.875,0.5,23,55
21300854,1610612738,1610612737,115,104,0.478,0.913,0.364,24,46,0.5,0.792,0.474,23,29
21300855,1610612741,1610612744,103,83,0.446,0.8,0.357,24,56,0.357,0.818,0.238,17,41
21300856,1610612742,1610612740,108,89,0.519,0.941,0.455,28,34,0.507,0.421,0.45,22,40
21300857,1610612763,1610612747,108,103,0.489,0.667,0.308,28,45,0.494,0.667,0.536,24,34
21300858,1610612760,1610612739,104,114,0.488,0.765,0.419,26,40,0.465,0.958,0.423,24,41
21300859,1610612759,1610612765,120,110,0.537,0.92,0.474,34,37,0.5,0.882,0.5,24,37
21300860,1610612762,1610612756,109,86,0.568,0.667,0.5,22,44,0.388,0.621,0.316,14,40
21300861,1610612757,1610612751,124,80,0.535,0.905,0.419,29,53,0.395,0.706,0.182,18,29
21300862,1610612746,1610612745,101,93,0.441,0.846,0.333,25,42,0.442,0.708,0.32,19,46
21300846,1610612739,1610612761,93,99,0.405,0.833,0.294,24,43,0.443,0.792,0.313,27,39
21300847,1610612754,1610612747,118,98,0.465,0.76,0.313,25,62,0.433,0.6,0.348,22,42
21300848,1610612764,1610612753,115,106,0.525,0.75,0.625,24,36,0.5,0.857,0.32,24,45
21300849,1610612737,1610612741,103,107,0.452,0.813,0.424,21,42,0.42,0.862,0.333,24,48
21300850,1610612743,1610612757,95,100,0.359,0.654,0.2,19,64,0.368,0.842,0.387,17,41
21300851,1610612756,1610612750,101,110,0.442,0.778,0.2,19,50,0.483,0.656,0.278,24,38
21300852,1610612758,1610612745,103,129,0.4,0.839,0.278,17,37,0.569,0.857,0.5,25,45
21300841,1610612755,1610612749,110,130,0.489,0.696,0.333,28,28,0.571,0.759,0.6,32,47
21300842,1610612765,1610612744,96,104,0.404,0.667,0.308,26,45,0.463,0.682,0.419,27,44
21300843,1610612752,1610612742,108,110,0.526,0.875,0.424,23,41,0.477,0.813,0.417,27,34
21300844,1610612740,1610612746,110,123,0.425,0.829,0.389,24,50,0.518,0.808,0.571,34,40
21300845,1610612762,1610612738,110,98,0.55,0.762,0.353,25,38,0.44,0.952,0.267,16,31
21300833,1610612760,1610612746,117,125,0.462,0.792,0.414,26,37,0.519,0.718,0.433,26,44
